0.0463046499894,(-0.012, -0.004, -1.012)
359.96190145,(-0.596, 0.388, -1.124)
359.73758575,(-0.116, 0.636, -1.436)
359.55080755,(0.124, 0.624, -0.196)
359.35851685,(0.436, 0.5720000000000001, -0.544)
359.08913865,(0.012, 0.08, -0.924)
358.83043545,(0.012, -0.128, -0.404)
358.66141975,(-0.47200000000000003, 0.448, -1.54)
358.48400405,(0.04, 0.212, -0.732)
358.18557585,(-0.40800000000000003, 0.40800000000000003, -1.292)
357.86571015,(-0.47600000000000003, -0.124, 0.12)
357.654606951,(0.26, 0.41200000000000003, -1.668)
357.465116251,(-0.38, 0.028, -0.588)
357.277463051,(-0.024, 0.108, -1.68)
357.092084851,(-0.184, 0.012, -1.248)
356.902069151,(-0.732, 0.324, -0.98)
356.734015951,(0.14400000000000002, 0.312, -1.3)
356.603850251,(0.068, -0.548, -0.812)
356.495997051,(-0.296, -0.048, -1.304)
356.329956351,(0.396, -0.328, -0.908)
356.167590651,(0.58, -0.28, -1.2)
356.035849951,(0.12, -0.24, -0.128)
355.907696751,(-0.64, 0.02, -0.44)
355.791968551,(-0.028, -0.24, -1.364)
355.638265351,(0.444, 0.012, -1.496)
355.421562151,(0.04, 0.22, -1.3)
355.207658951,(0.044, 0.48, -0.336)
355.068043251,(-0.192, 0.516, -0.844)
354.886952551,(-0.916, 0.164, -1.1360000000000001)
354.688011851,(-0.016, -0.012, -0.732)
354.481633651,(-1.016, 0.248, -1.368)
354.275517951,(-0.34800000000000003, 0.252, -0.124)
354.252102251,(0.444, -0.06, 0.008)
354.240936551,(-0.46, -0.10400000000000001, -1.6440000000000001)
354.107358351,(-0.248, 0.136, -1.624)
353.988742651,(0.196, 0.544, -1.536)
353.894276951,(-0.292, -0.168, -1.324)
353.777586251,(0.088, 0.34800000000000003, -0.656)
353.588183051,(-1.3, 0.14, -1.52)
353.323529852,(-0.10400000000000001, -0.352, -0.8)
353.031051652,(0.14400000000000002, -0.452, 0.056)
352.802448452,(0.244, 0.248, -1.424)
352.619170252,(-0.28400000000000003, 0.08, -1.608)
352.587704552,(-0.116, 0.20800000000000002, -1.156)
352.573388852,(-0.068, -0.304, -0.776)
352.407348152,(0.04, 0.064, -0.308)
352.280769952,(0.848, -0.132, -0.552)
352.084279252,(-0.012, 0.596, -0.916)
351.781738552,(-0.18, 0.34400000000000003, -1.216)
351.504135352,(-0.156, -0.14, -0.684)
351.238432152,(-0.22, 0.404, -1.592)
351.025316452,(0.156, 0.32, -1.368)
350.890775752,(0.084, -0.112, -0.20400000000000001)
350.779772552,(0.004, -0.028, -0.23600000000000002)
350.677869352,(-0.136, 0.052000000000000005, -0.16)
350.543766152,(-0.248, 0.152, -0.20800000000000002)
350.411150452,(-0.428, 0.20400000000000001, -0.20800000000000002)
350.272409752,(0.036000000000000004, 0.648, -1.6640000000000001)
350.067781552,(0.9, -0.492, -1.444)
349.874528352,(0.556, -0.232, -1.536)
349.744275152,(0.528, -0.34, -1.6440000000000001)
349.627671952,(-0.076, -0.38, -0.772)
349.430481252,(0.328, -0.076, -1.016)
349.214478052,(-0.164, 0.22, -0.8320000000000001)
349.052024852,(0.012, 0.272, -1.72)
349.019859153,(-0.384, -0.10400000000000001, 0.18)
348.983755953,(-0.488, -0.064, -0.5680000000000001)
348.805552753,(0.608, 0.088, -0.78)
348.648699553,(-0.168, 0.632, -1.672)
348.533758853,(0.456, 0.084, -1.624)
348.424855653,(0.088, 0.34, -0.876)
348.237727453,(-0.212, -0.10400000000000001, -1.024)
347.951986753,(-0.252, -0.292, -1.276)
347.678583553,(0.244, -0.064, -1.6560000000000001)
347.510092853,(0.312, -0.076, -1.432)
347.540752153,(-0.128, -0.044, -0.928)
347.573773953,(0.484, 0.248, -1.728)
347.434858253,(-0.556, -0.212, -1.516)
347.273105053,(-0.41600000000000004, 0.076, 0.116)
347.302714353,(0.228, -0.648, -1.004)
347.527186153,(-0.032, -0.132, -0.464)
347.836620453,(-0.268, -0.116, -1.3)
348.225592253,(-0.368, -0.444, -0.532)
348.704339053,(-0.496, -0.5, -0.852)
349.287560852,(0.012, -0.28400000000000003, -0.932)
349.920570152,(-0.452, -0.108, -0.8200000000000001)
350.554016952,(-0.364, 0.148, -0.016)
351.191838752,(-0.248, -0.36, -1.6520000000000001)
351.868160552,(0.28800000000000003, 0.1, -0.86)
352.554719852,(-0.44, 0.08, -1.324)
353.225441652,(0.17200000000000001, -0.2, -1.576)
353.775063451,(0.12, 0.0, -0.14400000000000002)
354.062710251,(-0.08, -0.084, -1.428)
354.094419551,(0.056, -0.18, -0.592)
353.980791351,(-0.552, -0.308, -1.6480000000000001)
353.796288151,(-0.332, -0.23600000000000002, -1.3800000000000001)
353.606359951,(0.704, -0.024, -1.508)
353.463506751,(0.108, 0.10400000000000001, 0.088)
353.295016052,(0.14400000000000002, 0.812, -1.82)
353.124600352,(-0.5680000000000001, 0.5680000000000001, -0.47600000000000003)
352.981309652,(-0.14400000000000002, 0.10400000000000001, -1.444)
352.834518952,(0.512, 0.228, -1.488)
352.698928252,(-0.07200000000000001, 0.064, -1.22)
352.593175052,(0.228, 0.052000000000000005, -1.544)
352.511834352,(0.112, 0.352, -1.332)
352.425418652,(-0.788, 0.184, -1.092)
352.295515452,(0.028, -0.356, -0.112)
352.128162252,(-0.352, 0.008, -1.02)
351.984171552,(0.316, -0.428, -0.312)
351.826530852,(0.136, -0.1, -1.1400000000000001)
351.688840152,(0.156, 0.26, -0.364)
351.592886952,(-0.312, -0.168, -1.564)
351.463858752,(-0.384, -0.268, -1.572)
351.284868052,(-0.612, -0.084, -0.732)
351.093277352,(-0.32, 0.036000000000000004, -1.6360000000000001)
350.932574152,(0.14400000000000002, -0.16, -0.588)
350.811070952,(-0.076, -0.36, -1.456)
350.627530252,(0.212, -0.164, -1.0)
350.339952052,(0.248, 0.14400000000000002, -1.072)
350.138911352,(0.14, 0.28400000000000003, -1.612)
350.030620652,(0.92, 0.1, -0.6)
349.910254952,(0.332, -0.064, -1.8)
349.777726752,(0.672, -0.028, -0.84)
349.596373552,(-0.132, -0.116, -1.056)
349.436195352,(0.52, 0.256, -0.504)
349.300254652,(-0.668, -0.06, -1.68)
349.119951452,(0.032, -0.036000000000000004, -1.256)
348.909285753,(-0.02, -0.044, -1.472)
348.721545053,(0.464, 0.076, -0.972)
348.586829353,(0.36, -0.132, -0.9440000000000001)
348.453863653,(-0.356, -0.2, -0.512)
348.319585453,(-0.008, 0.28400000000000003, -1.568)
348.211819753,(0.308, -0.084, -1.52)
348.121554053,(0.3, 0.432, -1.6440000000000001)
348.028750853,(-0.084, -0.06, -0.196)
347.931835153,(0.312, -0.076, -1.528)
347.780931953,(0.156, -0.036000000000000004, -1.088)
347.595116253,(0.304, 0.14, -1.504)
347.449463053,(0.088, -0.10400000000000001, -0.992)
347.305384853,(0.384, -0.084, -1.696)
347.106706653,(-0.6920000000000001, -0.34, -0.6880000000000001)
346.765665953,(0.34, -0.9520000000000001, -0.976)
346.219612753,(-0.296, -0.864, -0.78)
345.519122053,(-0.452, 0.092, -0.504)
344.713806353,(-0.292, -0.148, -1.624)
343.841203154,(-1.06, -0.588, -1.228)
342.909887454,(-0.23600000000000002, -0.332, -0.612)
341.994234254,(0.74, -0.41200000000000003, -1.932)
341.163018554,(-0.244, -0.032, -0.492)
340.338015354,(0.47200000000000003, -0.096, -1.52)
339.544512155,(0.86, 0.22, -1.58)
338.885671455,(-0.34800000000000003, -0.128, -0.004)
338.217205755,(-0.176, 0.532, -0.964)
337.457477555,(0.008, -0.168, -0.464)
336.684449355,(-0.512, -0.492, -0.844)
335.821908656,(0.556, 0.192, -1.808)
334.893567956,(-0.152, -0.04, -0.836)
334.157289756,(-0.20800000000000002, 0.34400000000000003, -0.712)
333.741699056,(0.28800000000000003, 0.088, -1.008)
333.654845856,(0.324, 0.084, -0.312)
333.658817656,(0.484, -0.308, -0.152)
333.555776956,(0.888, 0.004, -1.592)
333.438648756,(0.108, 0.028, -0.388)
333.313645556,(0.048, -0.232, -1.588)
333.196167356,(0.096, 0.10400000000000001, -0.536)
333.065564156,(-0.624, 0.028, -1.324)
332.910635956,(0.364, -0.124, -0.124)
332.751945256,(-0.428, 0.388, -1.056)
332.623704556,(0.552, 0.192, -0.556)
332.523463856,(0.672, 0.448, -1.284)
332.581335656,(-0.012, 0.148, -0.612)
332.888319956,(-0.076, 0.2, -1.012)
333.293391756,(-0.256, 0.188, -0.8240000000000001)
333.689276056,(0.084, 0.316, -1.188)
334.099335356,(-0.332, -0.136, -0.536)
334.590769656,(-0.176, 0.228, -1.768)
335.069691456,(0.536, 0.38, -0.86)
335.579938256,(-0.096, 0.06, -0.496)
336.212947555,(0.136, 0.2, -1.204)
336.824781855,(-0.304, -0.076, -0.7000000000000001)
337.276841155,(-0.596, -0.296, -1.592)
337.522837955,(0.756, -0.188, -1.308)
337.640822255,(0.364, -0.452, -0.536)
337.638844055,(0.5760000000000001, -0.308, -0.54)
337.500278355,(-0.004, -0.748, -0.128)
337.342900155,(-0.068, 0.14400000000000002, -0.20400000000000001)
337.219034455,(-0.748, 0.46, -1.984)
337.087556255,(-0.308, -0.092, -1.9160000000000001)
336.905415555,(-0.10400000000000001, 0.268, -0.368)
336.691862355,(0.068, 0.276, -1.868)
336.447071655,(-0.276, -0.2, -0.792)
336.260293455,(-0.304, -0.592, -1.812)
336.117702755,(-0.124, -0.04, -1.368)
335.966887055,(-0.544, -0.136, -0.41600000000000004)
335.836021356,(-0.648, 0.10400000000000001, -1.46)
335.699993156,(0.012, 0.18, -0.5680000000000001)
335.571402456,(0.648, -0.14, -0.9520000000000001)
335.457599256,(-0.14400000000000002, 0.2, -0.704)
335.355083556,(-0.092, 0.112, -1.576)
335.211967856,(0.34800000000000003, -0.02, -0.9520000000000001)
335.032627156,(0.66, -0.148, -1.496)
334.866061456,(0.592, 0.112, -1.456)
334.734758256,(-0.484, -0.004, -0.836)
334.609755056,(0.38, 0.232, -1.1520000000000001)
334.483439356,(-0.196, 0.432, -1.048)
334.339798656,(0.092, 0.4, -1.576)
334.171832956,(-0.324, 0.112, -1.528)
334.025129756,(0.9520000000000001, -0.068, -0.808)
334.000839056,(0.084, 0.536, -1.512)
333.973748356,(-0.216, 0.38, -1.004)
333.838332656,(-0.052000000000000005, -0.128, -1.224)
333.666429456,(0.424, -0.34, -1.72)
333.481488756,(-0.228, -0.196, -0.676)
333.338898056,(0.368, 0.012, -0.988)
333.229294856,(0.316, 0.116, -0.632)
333.257766656,(-0.296, -0.032, -1.448)
333.269175956,(-0.168, -0.052000000000000005, -0.376)
333.138747756,(-0.156, -0.32, -1.168)
332.983032056,(0.252, -0.332, -1.764)
332.803428856,(0.232, -0.23600000000000002, -1.24)
332.642200656,(0.28800000000000003, -0.40800000000000003, -1.6)
332.515359956,(0.452, -0.432, -1.716)
332.505244256,(0.66, -0.47200000000000003, -1.8760000000000001)
332.672491056,(-0.012, -0.41600000000000004, -0.424)
332.991900356,(1.22, -0.052000000000000005, -1.264)
333.398722156,(-0.036000000000000004, -0.584, 0.464)
333.814381456,(-0.296, -0.484, -0.836)
334.288315756,(-0.168, 0.156, -0.928)
334.817637556,(-0.8160000000000001, -0.02, -1.172)
335.278096856,(0.248, 0.212, -0.704)
335.709418656,(0.544, 0.20400000000000001, -1.94)
336.232790455,(-0.332, -0.168, 0.256)
336.777424755,(0.54, -0.056, -0.47600000000000003)
337.192384055,(-0.28, 0.26, -0.648)
337.425168355,(0.2, 0.136, -0.41200000000000003)
337.549890155,(0.088, -0.20400000000000001, -0.732)
337.506261955,(0.22, -0.096, -1.576)
337.350896255,(-0.028, 0.212, -0.524)
337.233330555,(0.468, 0.368, -1.536)
337.135627355,(-1.056, 0.488, -1.1360000000000001)
337.041774155,(-0.2, 0.068, -0.5640000000000001)
336.941883455,(-0.20400000000000001, -0.14400000000000002, -0.5640000000000001)
336.851792755,(0.168, -0.08, -1.78)
336.763277055,(0.296, 0.332, -1.044)
336.677648855,(-0.604, 0.328, -1.468)
336.595345655,(0.056, 0.464, -1.6)
336.495454955,(-0.192, 0.28400000000000003, -1.208)
336.388301755,(-0.5760000000000001, 0.232, -1.276)
336.292611055,(-0.036000000000000004, -0.07200000000000001, -0.20800000000000002)
336.202607855,(-0.34, 0.096, -0.856)
336.109104655,(-0.552, -0.136, -0.548)
335.993988955,(0.456, -0.46, -0.724)
335.862773256,(0.836, 0.136, -1.368)
335.737332556,(-0.312, -0.108, -1.9040000000000001)
335.616441856,(0.056, -0.41600000000000004, -1.732)
335.498526156,(0.368, 0.16, -0.772)
335.396710456,(-0.084, 0.404, -1.176)
335.277569756,(-0.156, 0.308, -1.04)
335.131566556,(-0.556, 0.224, -1.004)
334.964563356,(0.28400000000000003, 0.47200000000000003, -1.192)
334.764922656,(0.276, -0.336, -0.196)
334.575169456,(0.068, 0.532, -0.772)
334.419628756,(0.12, -0.056, -0.66)
334.233550556,(0.47600000000000003, 0.084, -1.184)
334.030234856,(-0.044, -0.364, 0.08)
333.893769156,(-0.02, -0.136, -0.86)
333.793090956,(0.08, -0.324, -0.736)
333.690050256,(-0.092, -0.032, -1.368)
333.569072056,(0.46, -0.228, -1.856)
333.416243856,(-0.176, -0.528, -0.44)
333.245128156,(-0.028, -0.188, -0.556)
333.066312456,(0.968, -0.128, -1.32)
332.855909256,(0.492, -0.048, -0.456)
332.684881056,(0.248, -0.156, 0.028)
332.559965356,(-0.34800000000000003, 0.5680000000000001, -1.2)
332.438112156,(-0.136, 0.364, -1.348)
332.327283956,(-0.324, 0.336, -0.932)
332.330818256,(0.036000000000000004, 0.308, -1.1)
332.353602556,(-0.156, 0.052000000000000005, -0.556)
332.268236856,(0.648, -0.468, -1.568)
332.171933656,(0.508, 0.112, -1.508)
332.043605456,(0.328, -0.34800000000000003, -1.688)
331.903989756,(-0.008, -0.66, -0.168)
331.764024056,(-0.452, -0.168, -0.876)
331.568933356,(0.14, -0.004, -1.04)
331.374805157,(0.264, -0.04, -0.684)
331.249014457,(-0.02, -0.2, -0.704)
331.145711257,(0.552, 0.468, -1.268)
331.051858057,(-0.17200000000000001, 0.676, -1.552)
330.953717357,(0.016, -0.076, -0.112)
330.851639157,(-0.10400000000000001, 0.096, -1.528)
330.762335957,(0.34, -0.20400000000000001, -0.452)
330.638645257,(0.184, 0.192, -0.792)
330.461317057,(0.132, -0.048, -1.668)
330.293526357,(-0.17200000000000001, -0.276, -1.1280000000000001)
330.147260657,(0.368, -0.216, -1.1480000000000001)
329.962844957,(0.4, -0.4, -1.032)
329.770116757,(0.328, -0.244, -0.372)
329.641351057,(0.004, -0.228, -1.028)
329.541897857,(-0.6920000000000001, 0.17200000000000001, -1.036)
329.447169657,(0.14, 0.20400000000000001, -0.452)
329.340716457,(0.452, -0.064, -1.3760000000000001)
329.231988257,(-0.08, 0.07200000000000001, -0.748)
329.112672557,(0.356, -0.064, -1.3880000000000001)
328.959231857,(0.2, -0.02, -0.484)
328.778928657,(0.112, -0.252, -0.972)
328.620500457,(0.436, -0.48, -1.616)
328.502672257,(0.44, -0.26, -1.46)
328.491506557,(0.196, -0.352, -0.992)
328.485240857,(0.048, -0.264, -0.07200000000000001)
328.380800157,(-0.08, 0.14, -0.776)
328.262621957,(0.192, 0.024, -0.772)
328.111281257,(0.336, -0.028, -1.096)
327.946553057,(-0.18, -0.368, -1.004)
327.813937357,(-0.056, 0.148, -1.9160000000000001)
327.724721657,(-0.396, 0.008, -0.968)
327.643643457,(-0.316, -0.06, -0.504)
327.531765257,(0.34, -0.28400000000000003, -0.848)
327.408774557,(0.032, -0.312, -1.072)
327.254633857,(-0.396, 0.28800000000000003, -1.476)
327.064618158,(-0.092, 0.2, -0.712)
326.930252458,(0.116, 0.152, -0.156)
326.832461758,(-0.292, 0.212, -0.92)
326.707721058,(0.456, -0.112, -1.084)
326.543955358,(-0.184, -0.132, -1.056)
326.403289658,(-0.328, 0.16, -1.4040000000000001)
326.304098958,(-0.432, 0.132, -0.9520000000000001)
326.211995758,(-0.432, 0.196, -1.62)
326.111055058,(-0.756, -0.132, 0.704)
326.004164358,(-0.508, -0.304, -1.62)
325.857898658,(-0.40800000000000003, 0.34800000000000003, -0.86)
325.671995458,(-0.23600000000000002, 0.056, -0.212)
325.520479758,(-0.108, 0.07200000000000001, -0.732)
325.396439058,(0.232, -0.1, -0.448)
325.266885858,(-0.212, -0.044, -0.18)
325.155882658,(-0.052000000000000005, -0.088, -1.016)
325.157491958,(-0.07200000000000001, 0.296, -0.796)
325.134601258,(0.076, -0.052000000000000005, -1.164)
325.020185558,(-0.116, 0.192, -1.364)
324.895357358,(-0.052000000000000005, -0.136, -0.5760000000000001)
324.765804158,(0.108, -0.116, -0.76)
324.622425958,(0.376, -0.244, -0.44)
324.413510258,(-0.036000000000000004, -0.632, -0.752)
324.227869558,(0.5720000000000001, 0.216, -1.6440000000000001)
324.059203858,(0.16, 0.47200000000000003, -1.104)
323.893950658,(0.328, 0.5720000000000001, -1.668)
323.762647458,(0.024, 0.404, -0.36)
323.636506758,(-0.512, 0.108, -0.732)
323.522003558,(0.184, 0.1, -0.432)
323.418087858,(-0.604, -0.328, -0.676)
323.325197158,(-0.356, -0.068, -1.1)
323.226181458,(0.604, -0.176, -1.412)
323.103890758,(-0.304, 0.34, -1.52)
322.974950058,(-0.04, 0.368, -0.312)
322.860971858,(0.23600000000000002, -0.048, 0.028)
322.732118659,(-0.2, -0.34, -0.8160000000000001)
322.590315459,(0.444, -0.508, -1.268)
322.461637259,(-0.036000000000000004, -0.024, -0.488)
322.304171559,(0.232, 0.424, -1.8920000000000001)
322.137780859,(0.076, 0.048, -1.248)
322.017852659,(0.064, 0.264, -1.488)
321.913061959,(-0.092, 0.064, -1.344)
321.789546259,(-0.56, -0.156, -1.084)
321.675393059,(0.128, -0.228, -0.248)
