270,-390
270.129196028,-390.000041952
270.284231194,-390.000194399
270.413427037,-390.000416785
270.585686893,-390.001141119
270.783780179,-390.002841822
270.999094501,-390.00515282
271.214406209,-390.007695719
271.4555473,-390.011157024
271.748357567,-390.01562443
272.041170866,-390.019888484
272.333986657,-390.023977806
272.66125214,-390.028492375
273.005740683,-390.033347798
273.358837989,-390.038563627
273.746383381,-390.044317466
274.125319596,-390.049741624
274.50425925,-390.054919979
275.322425428,-390.066025867
275.744420403,-390.072216407
276.157795455,-390.078789594
276.579776224,-390.085882681
277.044816598,-390.093679136
277.492640463,-390.100743843
277.931858969,-390.10723821
278.388307942,-390.113553161
278.853372104,-390.119770822
279.301205893,-390.126175563
279.774868832,-390.133449836
280.532728871,-390.145131788
281.015006297,-390.152378132
281.514512855,-390.15954706
281.99679995,-390.166118383
282.487701422,-390.172650555
283.013050709,-390.179746429
283.495333609,-390.186618812
284.063728279,-390.195403508
284.554604872,-390.203594702
285.519120736,-390.22048399
286.018596019,-390.229574437
286.526679042,-390.23903364
287.008924525,-390.248161555
287.491163039,-390.257650522
287.973394479,-390.267492435
288.455620971,-390.277573877
288.937841717,-390.287926513
289.42006127,-390.298334566
289.919500729,-390.309216734
290.410324041,-390.320143833
290.883921794,-390.330851889
291.357514888,-390.341764086
292.321917484,-390.364208051
293.277702496,-390.38674392
293.76850385,-390.398616398
294.250678557,-390.410928044
294.732834512,-390.423953393
295.232195975,-390.437964993
295.722933405,-390.452237333
296.205046135,-390.466774859
296.678543047,-390.481272072
297.16927009,-390.49589721
297.642788999,-390.509657201
298.133520938,-390.524117093
298.624235345,-390.539160219
299.123545233,-390.55490286
299.605633664,-390.570225052
300.104928162,-390.586448462
300.60420941,-390.603074662
301.077658267,-390.619064487
301.568317512,-390.635810542
302.058987892,-390.652227081
302.532458215,-390.667568154
303.505225559,-390.699054778
303.995902054,-390.715287547
304.469353335,-390.731205439
305.433472541,-390.763613064
305.915532633,-390.779802339
306.388985813,-390.795663657
306.888271064,-390.81216921
307.378955688,-390.828154328
307.852427175,-390.843459442
308.334512341,-390.858883992
308.842440671,-390.874588977
309.324552595,-390.88915323
309.806654345,-390.904050456
310.314580807,-390.919815755
310.805309198,-390.934395592
311.304661027,-390.948746405
311.786804035,-390.962242496
312.303397616,-390.976275202
312.794162387,-390.989574233
313.293536482,-391.003128126
313.801526506,-391.016691703
314.300914338,-391.029729676
314.791695707,-391.04240139
315.282481626,-391.054895659
315.781885682,-391.067296626
316.281288309,-391.079754985
316.780683832,-391.092494959
317.271461949,-391.105292034
317.762227237,-391.118571969
318.218544412,-391.131228173
318.709291953,-391.145148529
319.208633082,-391.159866932
319.699356647,-391.174608295
320.19869664,-391.189365212
320.698037077,-391.204107068
321.171538897,-391.218443097
321.653639621,-391.23337349
322.1443477,-391.248621644
322.65228343,-391.264085431
323.151612829,-391.279196569
323.642324694,-391.294322389
324.141627138,-391.31029939
324.64090536,-391.327016206
325.12295919,-391.343390871
325.613622135,-391.360028157
326.095679766,-391.376290558
326.577744202,-391.392349957
327.068408346,-391.408951842
327.559052491,-391.42613463
328.058292151,-391.443965969
328.540308572,-391.461407137
329.022302575,-391.479457245
329.530088073,-391.499249238
330.519802542,-391.53876284
331.001734088,-391.558409968
331.483650911,-391.578414966
331.974166171,-391.598950428
332.946586037,-391.639783229
333.437092803,-391.660520573
334.323420752,-391.698612249
334.891356912,-391.723070165
335.373260976,-391.743380225
335.880997383,-391.76439393
336.371533588,-391.784422815
336.853472317,-391.803892951
337.309593315,-391.822309771
337.800132916,-391.84225532
338.299272838,-391.862688953
338.781196801,-391.882521202
339.271716556,-391.902949
339.770831727,-391.923978526
340.269953131,-391.944859609
340.769096066,-391.965219501
341.276859175,-391.985577801
341.776031977,-392.00519179
342.266617925,-392.023962841
343.273637863,-392.061761258
343.764260287,-392.079553439
344.272118477,-392.097382999
344.762769722,-392.114361837
345.25343068,-392.131057624
345.761316476,-392.148082694
346.251997724,-392.164171148
346.759917016,-392.18016577
347.259241185,-392.19544874
347.758567235,-392.210670137
348.257895204,-392.225828434
348.757224277,-392.24095032
349.256550356,-392.256170768
349.747271701,-392.270985846
350.238000444,-392.285553805
350.73734211,-392.300253998
351.219469855,-392.314284755
352.200947839,-392.342721838
352.68307068,-392.356920102
353.19962598,-392.3722976
353.69895403,-392.387453243
354.224097411,-392.403782767
354.732023935,-392.419546065
355.239951486,-392.435276204
355.747870796,-392.451270271
356.26438983,-392.467821173
356.789511617,-392.48483097
357.297404042,-392.501657125
357.805284672,-392.51883561
358.304548052,-392.535989988
358.821019328,-392.553969563
359.328886486,-392.571541866
360.327420258,-392.605645912
360.843911955,-392.623028998
361.351803974,-392.63986738
361.851075742,-392.656775873
362.341714083,-392.674123601
362.849551102,-392.692546329
363.348770983,-392.710923077
363.847975447,-392.729713989
364.338543774,-392.748940047
364.863506951,-392.770291578
365.354034582,-392.790529363
365.844557152,-392.810889442
366.352294951,-392.831869507
366.85144441,-392.852068823
367.531326003,-392.879442817
368.030483764,-392.899435937
369.028813072,-392.939076477
369.510767653,-392.958150177
369.992728695,-392.977059928
370.474694624,-392.995844739
370.965274632,-393.014770392
371.455856884,-393.033637796
371.937823421,-393.05240697
372.936179273,-393.091373263
373.435366536,-393.110615704
373.943158193,-393.130249044
374.442348959,-393.149400388
374.950172437,-393.168192696
376.447891914,-393.221672813
376.93853631,-393.238848429
377.429195541,-393.255594882
377.919875746,-393.271715081
378.909858337,-393.303816864
379.409160728,-393.319795543
379.908480403,-393.33522463
380.407810397,-393.350316099
380.889927703,-393.364701082
381.397879447,-393.3796296
381.948879745,-393.395762031
382.465438178,-393.411033902
382.964766595,-393.426177424
383.481300502,-393.442257476
383.989217078,-393.458338107
384.454086555,-393.473160513
384.961997985,-393.489402874
385.469903396,-393.505832364
385.969201344,-393.521949268
386.468495059,-393.538196753
386.950556107,-393.55435754
387.449828401,-393.571250472
387.966314166,-393.588808938
388.990663462,-393.624046614
389.51573756,-393.642469873
390.014967142,-393.660581187
390.514179713,-393.679155466
391.004785191,-393.697408938
391.504000098,-393.715920323
392.003205434,-393.734688059
392.493795728,-393.753345179
392.99298329,-393.77257986
393.483555539,-393.791705606
393.9913444,-393.811411121
394.481919403,-393.830466073
394.96387519,-393.849509295
395.463032787,-393.869506492
395.953567746,-393.889565882
396.444087362,-393.909997021
396.934593035,-393.930760197
397.44227659,-393.953014261
397.941314748,-393.97579828
398.431711761,-393.998986538
398.922082862,-394.022716436
399.429643984,-394.047607043
399.911381176,-394.07155077
400.401721181,-394.095914764
400.892083077,-394.119834133
401.38246481,-394.143343305
401.890070282,-394.167312445
402.389084714,-394.19061032
402.888100667,-394.213875619
403.37849759,-394.237065763
403.868867766,-394.260814773
404.376435049,-394.285579436
405.339956099,-394.332518591
405.847529136,-394.357165048
406.355100467,-394.381846581
406.879877051,-394.407376199
407.378870932,-394.431110177
407.895084206,-394.455393946
408.38547198,-394.478776762
408.875864306,-394.502063906
409.383488777,-394.525627244
409.891132181,-394.548779125
410.390182961,-394.571285007
410.880642027,-394.59312142
411.379718039,-394.615060645
411.896017327,-394.637441209
412.395123784,-394.658676551
412.911455213,-394.68030292
413.419195414,-394.701224771
413.918352551,-394.721233457
414.417528938,-394.740755982
414.942523374,-394.761324574
415.450295272,-394.781462475
415.958058721,-394.801812268
416.474420033,-394.822712989
416.982169773,-394.843402034
417.472700322,-394.863568985
417.980431101,-394.884718235
418.488158734,-394.905942892
418.995896029,-394.926935127
420.011376684,-394.968772663
421.07845928,-395.013523425
421.655045626,-395.037281722
422.274773202,-395.059921246
422.9118768,-395.078246877
423.514687689,-395.089441593
424.126203927,-395.093217541
424.746332904,-395.089361598
425.37498843,-395.078232118
426.003484496,-395.060222938
426.597326554,-395.036852228
427.190842242,-395.006295595
427.783863044,-394.967296778
428.384846237,-394.919073443
428.985111112,-394.862607793
429.584569977,-394.798145733
430.183142608,-394.725916273
430.772172985,-394.646936563
431.343008556,-394.562301921
431.904035815,-394.470660849
432.480586179,-394.367603009
433.072494152,-394.252924152
433.645926575,-394.13373314
434.234553429,-394.003254349
434.796116899,-393.870353105
435.347319721,-393.731338279
435.913121827,-393.580013406
436.46864202,-393.423764929
437.006269246,-393.267597042
437.559671124,-393.104004153
438.120983931,-392.936794187
438.674231543,-392.772680349
439.211384819,-392.614889978
439.765293424,-392.453021117
440.344092737,-392.284208665
440.889870096,-392.12522204
441.394298722,-391.978273118
441.915237301,-391.826407747
442.452567955,-391.669222472
442.98145277,-391.513844109
443.493667242,-391.362836463
444.005740413,-391.211350352
444.526010316,-391.057209758
445.029848022,-390.90824738
445.550325894,-390.754810492
446.070897224,-390.60169098
446.574976711,-390.453548836
447.087260029,-390.30277491
447.616000647,-390.14690656
448.697951444,-389.826796396
449.267649027,-389.657565065
449.837260281,-389.488043388
450.414799336,-389.314968466
450.999415118,-389.13555064
451.549031995,-388.959659879
452.096124371,-388.776067387
452.640584621,-388.58481021
453.190361771,-388.382878722
453.744979329,-388.169351337
454.296066532,-387.946871058
454.843634217,-387.715864111
455.379629771,-387.479770894
455.903731539,-387.238247379
456.416043203,-386.991901218
456.932190765,-386.733816027
457.444193168,-386.467602183
457.95965894,-386.189526153
458.478492463,-385.899687655
458.993163801,-385.602521044
459.511236701,-385.294127207
460.061864119,-384.956340546
460.600464923,-384.615538554
461.119746923,-384.276538523
461.627014894,-383.935004376
462.136582161,-383.581569776
462.606212211,-383.246213416
463.071442425,-382.904779499
463.526091785,-382.56354112
463.971677014,-382.224593858
464.444284347,-381.864264997
464.883289236,-381.530893895
465.336839805,-381.188196429
465.777288212,-380.856734841
466.211210257,-380.53092546
466.638582406,-380.210737983
467.080049596,-379.880634509
467.514586232,-379.555645269
467.942219234,-379.235806263
468.363075162,-378.921286769
468.77703146,-378.611922859
469.197903,-378.297424256
469.618925904,-377.983128314
470.033258793,-377.674268958
470.440935184,-377.370891643
470.855753156,-377.062684091
471.277621221,-376.749523494
471.941520086,-376.256647383
472.418705105,-375.902403065
472.909754,-375.537934478
473.394013036,-375.17876951
473.85763267,-374.835151835
474.306167727,-374.500117888
474.772058942,-374.145186041
475.233401946,-373.784362159
475.709873247,-373.40103271
476.174359367,-373.016638467
476.620364437,-372.637019292
477.035423782,-372.274269621
477.458699936,-371.894813472
477.883151988,-371.503844513
478.314350871,-371.094867615
478.75775467,-370.66131498
479.182326596,-370.233243761
479.612777728,-369.786828439
480.038029205,-369.335457197
480.470476217,-368.867241002
480.892830825,-368.401463994
481.33314334,-367.90551289
481.772883169,-367.39760526
482.417615902,-366.634354002
482.855596403,-366.102417159
483.281009827,-365.571369388
483.683631686,-365.055241546
484.080126596,-364.534392146
484.475996748,-364.002293065
484.860691541,-363.472668455
485.248998183,-362.92443563
485.630522563,-362.371461467
486.00015175,-361.82081015
486.348813331,-361.287263595
486.700512806,-360.735176835
487.032212538,-360.201035541
487.357905195,-359.663210357
487.673149152,-359.129172845
487.968868962,-358.613668845
488.261752812,-358.086672318
488.547359656,-357.555696783
488.82985519,-357.013329157
489.109169621,-356.459652117
489.373550608,-355.917795141
489.633797578,-355.364407499
489.963551096,-354.634415506
490.193381808,-354.105081854
490.422783884,-353.556839875
490.650996505,-352.989490453
490.864973569,-352.43504623
491.074419878,-351.869680391
491.281860138,-351.285263284
491.481302586,-350.69806866
491.678036181,-350.091823893
491.858775785,-349.507615401
492.029079258,-348.929253044
492.195722232,-348.331921531
492.355507317,-347.723809402
492.506516062,-347.113458688
492.641330166,-346.534649793
492.771431745,-345.937121595
492.89428193,-345.329270751
493.003163893,-344.745028252
493.1034764,-344.159253568
493.19704755,-343.563644024
493.283842437,-342.958306915
493.361139581,-342.360367587
493.430906047,-341.752832396
493.491475976,-341.152967768
493.546393976,-340.526616709
493.59107466,-339.925359755
493.626947542,-339.332141653
493.6541459,-338.755707337
493.673832466,-338.178967612
493.685303783,-337.619235665
493.688987744,-337.042171804
493.684720964,-336.490951904
493.673232858,-335.948450183
493.654897006,-335.397518808
493.631349416,-334.838164758
493.606286368,-334.296120537
493.581235118,-333.754075771
493.55885922,-333.23777628
493.538308184,-332.721400932
493.519170574,-332.204971269
493.500646749,-331.67990071
493.483259805,-331.180645375
493.465096047,-330.664180543
493.447829425,-330.173539341
493.430258081,-329.665672151
493.413375891,-329.166399494
493.396733311,-328.667118792
493.37964343,-328.159235172
493.362133944,-327.642747745
493.345554046,-327.134847221
493.330048376,-326.635529918
493.314311109,-326.110368454
493.29914428,-325.585190207
493.284470842,-325.068614428
493.270054883,-324.569264475
493.254685437,-324.061325882
493.23805309,-323.544809464
493.220486953,-323.019705993
493.202958947,-322.503219193
493.185687488,-321.986723752
493.169476882,-321.487428838
493.153793248,-320.996734484
493.137255172,-320.480215039
493.121082128,-319.972301397
493.104812558,-319.447156155
493.088450917,-318.913396592
493.072971145,-318.405461349
493.057356597,-317.89753023
493.041089899,-317.389619579
493.024178059,-316.88173
493.007223663,-316.382459789
492.989994209,-315.874580885
492.972883878,-315.358080081
492.956713564,-314.850166352
492.941095838,-314.350852541
492.92548898,-313.85153839
492.909708642,-313.343612396
492.89452233,-312.844285278
492.879847891,-312.344942854
492.864961888,-311.828373158
492.850831616,-311.337631616
492.835926477,-310.829679186
492.821501305,-310.338946224
492.807561209,-309.848199244
492.794049993,-309.357440268
492.779986246,-308.832231324
492.766259756,-308.315629516
492.752930479,-307.824865565
492.739351068,-307.334108472
492.725507942,-306.826125989
492.712107207,-306.318131643
492.699047429,-305.818744382
492.686093089,-305.319354374
492.673338304,-304.828575156
492.659758368,-304.320585569
492.646721856,-303.838429916
492.633152074,-303.339056252
492.619827294,-302.856908479
492.606585158,-302.383374805
492.592460007,-301.884016542
492.578011612,-301.376050914
492.563895233,-300.876692403
492.550239305,-300.394553895
492.536401663,-299.895187581
492.523018405,-299.387192776
492.509896081,-298.870575268
492.497552273,-298.371169796
492.485755801,-297.88898221
492.473808558,-297.406798336
492.461627334,-296.924620317
492.448588749,-296.425232501
492.435286489,-295.934467817
492.421164599,-295.435109462
492.405689756,-294.918557069
492.390443278,-294.427848939
492.374392095,-293.919931431
492.35817397,-293.40340184
492.342713964,-292.904083123
492.326844671,-292.404777244
492.309377671,-291.879670465
492.291704843,-291.371806796
492.273497837,-290.863961997
492.254608897,-290.338904446
492.23637126,-289.831060746
492.218468087,-289.331823656
492.199814697,-288.806757684
492.181987923,-288.298899396
492.164432993,-287.799649938
492.14698155,-287.317633891
492.128431299,-286.818420426
492.109353573,-286.31060759
492.088611681,-285.777000293
492.068503031,-285.277847173
492.048428882,-284.787312818
492.028060519,-284.296790592
492.007609193,-283.806271816
491.986329593,-283.298546484
491.965091284,-282.790819423
491.944536332,-282.291684482
491.924637863,-281.801142969
491.904668725,-281.301984248
491.884626894,-280.794208549
491.864826428,-280.286423382
491.845873412,-279.795844429
491.826779427,-279.296651467
491.807204672,-278.780238189
491.788607346,-278.289645624
491.768785325,-277.76462247
491.75053304,-277.282636082
491.731901869,-276.800664189
491.712901477,-276.31008707
491.693780548,-275.80227586
491.675775255,-275.303042443
491.658809878,-274.821009041
491.64140195,-274.321754438
491.624450924,-273.822484112
491.60792784,-273.323199441
491.592146975,-272.841125807
491.57613845,-272.350441945
491.559609528,-271.842539761
491.543396787,-271.343244916
491.526891525,-270.835341961
491.510795832,-270.336043329
491.495173628,-269.853964527
491.479725478,-269.389115424
491.462953204,-268.898457075
491.445924996,-268.399189376
491.430340345,-267.917109357
491.415973469,-267.443608474
491.388520456,-266.531036007
491.373605297,-266.040317694
491.358675729,-265.540982833
491.343905514,-265.033026461
491.330449046,-264.550882344
491.317134702,-264.06011799
491.303836912,-263.57796947
491.290082797,-263.095833754
491.275505929,-262.596488472
491.26069267,-262.088533355
491.246462683,-261.597794694
491.231639317,-261.098456669
491.21650578,-260.59912795
491.201279067,-260.091185057
491.18637525,-259.583232588
491.170476123,-259.04084222
491.141468733,-258.067997788
491.126132253,-257.551441269
491.111510033,-257.043480617
491.097571283,-256.544117114
491.083825284,-256.036131994
491.070354883,-255.528139492
491.043282337,-254.529390345
491.028471654,-254.012818484
491.013192017,-253.50487718
490.997282843,-252.988337982
490.981611868,-252.480408602
490.954068312,-251.576455892
490.936189841,-250.982423115
490.921205177,-250.474473024
490.906689252,-249.966509321
490.892597859,-249.458533665
490.878751028,-248.950551284
490.865141369,-248.451178706
490.85156622,-247.951805186
490.838183446,-247.452426476
490.824935527,-246.944428123
490.812193759,-246.445032646
490.799308531,-245.937024963
490.78629006,-245.429020678
490.77292888,-244.92102529
490.7468804,-243.939481009
490.734135161,-243.448701542
490.721715629,-242.949297948
490.709634553,-242.441270505
490.698468405,-241.959067911
490.681388438,-241.19269508
490.671045685,-240.701859105
490.660480661,-240.193797875
490.650207782,-239.694345511
490.621041628,-238.230414301
490.6113143,-237.739565746
490.601153524,-237.231496268
490.591011845,-236.732041223
490.580880299,-236.241200846
490.570345429,-235.74175394
490.559586444,-235.23369678
490.549296797,-234.734244762
490.539649497,-234.260624212
490.527838404,-233.675054628
490.517802112,-233.158367955
490.508439484,-232.667512309
490.499065052,-232.176656885
490.489926939,-231.685797008
490.472469576,-230.721291259
490.463542241,-230.221813034
490.454670812,-229.730948263
490.445568686,-229.240087717
490.436027474,-228.749235508
490.425655469,-228.249785195
490.41482144,-227.750344689
490.403211447,-227.225075774
490.391979201,-226.717028855
490.38071616,-226.200367469
490.3694485,-225.675091099
490.358578821,-225.175651368
490.346957372,-224.658997918
490.33527379,-224.142345871
490.323994614,-223.634299992
490.312897187,-223.126250111
490.301239808,-222.583752
490.290792311,-222.084303258
490.28020332,-221.55901277
490.270091281,-221.05094232
490.259394397,-220.525654017
490.248092673,-219.991763349
490.236598016,-219.466491898
490.225729881,-218.967052133
490.214894133,-218.458996604
490.204224732,-217.933707741
490.194508455,-217.417014952
490.18497702,-216.90031872
490.175624812,-216.392233716
490.166031493,-215.849695181
490.157319731,-215.33298448
490.148853675,-214.807655486
490.14109477,-214.290929597
490.133996202,-213.765580345
490.127811439,-213.266060634
490.121607457,-212.723472756
490.116116521,-212.198104243
490.110460751,-211.664123921
490.104276588,-211.147376785
490.097600498,-210.639249571
490.090701895,-210.131125331
490.083219845,-209.605781401
490.075218119,-209.080445131
490.067193385,-208.572337428
490.059461995,-208.072839259
490.052056877,-207.564722149
490.044975464,-207.04798653
490.038279211,-206.539859583
490.031789713,-206.040343736
490.025403614,-205.51498534
490.019596987,-204.989620222
490.014230538,-204.498704622
490.008752037,-203.990563085
490.003408759,-203.48242011
489.998027313,-202.982891097
489.992232787,-202.474753065
489.985678933,-201.958010488
489.979103607,-201.467109593
489.972576363,-200.967594236
489.966356738,-200.468074958
489.960481441,-199.977165184
489.954344588,-199.47764488
489.947581429,-198.969518817
489.940699665,-198.47000822
489.934603001,-197.99632866
489.928731626,-197.496805165
489.92289269,-196.988667643
489.912475247,-196.075741769
489.906502105,-195.541764901
