1 12.2153596802

2 12.2002897339

3 12.223770813

4 12.1787362061

5 12.2356281738

6 12.2276259155

7 12.1628485107

8 12.1551383057

9 12.1740633545

10 12.1820656128

11 12.1630821533

12 12.1775095825

13 12.1301969604

14 12.2101611328

15 12.1077672729

16 12.0924636841

17 12.0805479126

18 12.0710853882

19 12.1072415771

20 12.0448590088
