0,-210
63.7564853661,-211.988162501,-3.78860388824
64.2380799341,-212.020291666,-3.8449611104
64.7021335712,-212.05155753,-3.86405611005
65.183363346,-212.084144741,-3.88385833262
65.6561498474,-212.116398651,-3.92158444352
66.1285928921,-212.148790248,-3.92275555483
66.584172191,-212.180178183,-3.95977444352
67.0478400122,-212.212202908,-3.94231444356
67.9927019346,-212.27733762,-3.94465666548
68.9553684122,-212.344362347,-4.02081611021
69.917944948,-212.412666623,-4.09697555459
70.8710631111,-212.480806148,-4.08139388817
71.3521658122,-212.515218549,-4.10119611004
71.8248265652,-212.549265626,-4.1389222213
72.2890352998,-212.58308413,-4.19457222159
72.7616399379,-212.617901466,-4.23229833215
73.2426503358,-212.653580864,-4.25210055471
74.2127589738,-212.725581533,-4.23722611017
74.676587681,-212.760023697,-4.25632111016
75.6473094712,-212.832764546,-4.31455666585
76.1282681493,-212.869134485,-4.33435888772
76.6004655778,-212.90492882,-4.33552999903
77.0810902242,-212.941296242,-4.3187772213
77.5620462217,-212.977701609,-4.33857944351
78.0517379716,-213.015018515,-4.37701277699
78.5414045793,-213.052663893,-4.41544611012
79.0051239096,-213.088548639,-4.43454111012
79.4775785795,-213.125345048,-4.47226722138
80.9116714931,-213.238485944,-4.54959777672
81.3924769263,-213.276828579,-4.56939999893
81.8732690794,-213.315337385,-4.58920222115
82.3453026294,-213.353231626,-4.59037333211
82.8348256567,-213.39270018,-4.62880666558
83.3155776238,-213.431707471,-4.6486088878
84.2686103523,-213.509682125,-4.70613722093
84.758052636,-213.55013966,-4.74457055476
85.2474676711,-213.590925498,-4.78300388789
85.7277936371,-213.6310454,-4.76625111015
86.2175121834,-213.672200453,-4.84123944358
86.6984352354,-213.713171532,-4.8975966654
87.2479666514,-213.760545701,-4.95678277645
87.6514222808,-213.79566066,-4.99167999883
88.1493958926,-213.839404726,-5.04874444356
89.1274457293,-213.926158268,-5.08905611022
89.5994492403,-213.968349218,-5.12678222112
90.0801621349,-214.011716536,-5.18313944294
90.5517775127,-214.054501828,-5.1843105546
91.0321287001,-214.098168282,-5.20411277647
91.512782625,-214.142184365,-5.26046999863
91.9762404825,-214.185082558,-5.31611999858
92.4483907971,-214.229325331,-5.39040110978
92.9030167205,-214.272371469,-5.42741999883
93.3919109251,-214.318987107,-5.4658533323
93.8807737508,-214.365930679,-5.50428666543
94.3692883078,-214.41301425,-5.50616499896
94.8493866249,-214.459378335,-5.52596722082
95.3207375573,-214.504984742,-5.52713833178
96.7527914893,-214.644997166,-5.64102388743
97.2327793481,-214.692491144,-5.66082610999
97.7130671476,-214.740337154,-5.71718333216
98.1933076527,-214.788655561,-5.77354055432
98.6819113362,-214.838223712,-5.81197388745
99.1701660044,-214.887929991,-5.81385222098
99.6500084179,-214.936871597,-5.8336544432
100.121107641,-214.985008563,-5.83482555416
100.600616203,-215.033938914,-5.81807277643
101.586130786,-215.134870124,-5.87701555399
102.083053929,-215.186110555,-5.89752499879
102.571549207,-215.236735897,-5.93595833192
103.042561729,-215.285713952,-5.93712944322
103.539115838,-215.337282787,-5.92108388771
104.027274964,-215.387918773,-5.92296222088
104.524156857,-215.439557681,-5.94347166533
105.492615207,-215.541190678,-6.03826222097
105.980984658,-215.59301577,-6.0766955541
106.46900446,-215.644977377,-6.07857388763
106.957022557,-215.696954982,-6.08045222082
107.453760633,-215.749959481,-6.10096166525
107.950479703,-215.803141788,-6.12147110969
108.430052436,-215.854658932,-6.14127333191
108.909607335,-215.90634182,-6.16107555448
109.406270334,-215.960045248,-6.18158499857
109.911319804,-216.014758473,-6.18417055431
111.366937862,-216.173254928,-6.24428444319
111.855117806,-216.226835744,-6.28271777632
112.334858001,-216.279891905,-6.33907499849
112.84006846,-216.33619113,-6.37821555419
113.345240342,-216.392835468,-6.41735610989
113.833256209,-216.447890668,-6.45578944302
114.817290912,-216.559432888,-6.47817722098
115.3223632,-216.616958492,-6.51731777634
115.827083402,-216.674630171,-6.51990333174
116.332113662,-216.732523583,-6.55904388744
116.828391667,-216.789675438,-6.57955333188
117.333048926,-216.847895317,-6.58213888728
117.846415726,-216.907228029,-6.60335555395
118.83886241,-217.022476959,-6.64437444282
119.335367251,-217.080564865,-6.70143888721
119.848921057,-217.141169147,-6.75921055382
120.328203434,-217.198213123,-6.81556777634
120.832928223,-217.258711869,-6.85470833204
121.337611565,-217.319555395,-6.89384888704
121.816758572,-217.37772547,-6.95020610956
122.783281743,-217.496358521,-7.0449966652
123.287449406,-217.558676026,-7.0475822206
123.800317282,-217.62217708,-7.06879888727
124.28736423,-217.682580766,-7.0706772208
124.748923307,-217.739909219,-7.08977222079
125.21947805,-217.798744381,-7.16405333165
125.698345401,-217.859173437,-7.22041055381
126.185852516,-217.921260523,-7.29539888724
126.690052957,-217.985983983,-7.33453944294
127.185822087,-218.050048254,-7.39160388734
128.159507951,-218.17671119,-7.43191555399
128.654857721,-218.24141666,-7.45242499843
129.149874509,-218.306098247,-7.43637944292
129.636834072,-218.369823797,-7.47481277605
130.123440757,-218.433677288,-7.47669110923
130.62743388,-218.499995786,-7.51583166493
131.131690642,-218.566863126,-7.59152722058
131.618475861,-218.631907049,-7.62996055371
132.113908083,-218.698526678,-7.68702499845
133.616340291,-218.902636051,-7.78581555359
134.119968276,-218.971672734,-7.82495610929
135.126796404,-219.110411386,-7.86668222039
135.612954992,-219.177591462,-7.86856055392
136.116174859,-219.247149137,-7.87114610932
136.627769473,-219.317806391,-7.85580777568
137.131004809,-219.387252059,-7.85839333178
138.120975452,-219.52457218,-7.93596722061
138.616044806,-219.593836862,-7.99303166465
139.127795062,-219.665791825,-8.01424833132
139.614087151,-219.734425385,-8.05268166479
141.114924409,-219.947593214,-8.11491722034
141.618147549,-220.019521534,-8.15405777604
142.121014573,-220.091585813,-8.15664333144
142.623878344,-220.163672784,-8.15922888718
143.118059572,-220.234455848,-8.14318333168
143.621247165,-220.306632419,-8.18232388668
144.124078576,-220.378944771,-8.18490944278
144.61853522,-220.450154463,-8.20541888687
145.112966341,-220.521541145,-8.22592833131
145.616049174,-220.594444329,-8.26506888701
146.127758037,-220.669039441,-8.32284055362
146.622348419,-220.741645333,-8.37990499801
147.116866243,-220.814743783,-8.4369694424
147.628349001,-220.890873801,-8.49474110901
148.139449574,-220.967307079,-8.51595777568
148.650521808,-221.043929613,-8.53717444268
149.169930455,-221.121915578,-8.54046722031
149.672300037,-221.197369586,-8.54305277571
150.18333598,-221.274233796,-8.56426944272
151.716272541,-221.505961773,-8.62791944236
152.235861327,-221.584986037,-8.66776721993
152.712671821,-221.657758113,-8.68756944249
153.206789996,-221.733510937,-8.74463388689
153.717856582,-221.812386383,-8.8024055535
154.237202302,-221.892992612,-8.84225333142
154.731114163,-221.97007915,-8.89931777546
155.199270651,-222.043542703,-8.93704388672
155.676039098,-222.118758786,-8.99340110888
156.178100296,-222.198393987,-9.03254166458
157.198514174,-222.360659482,-9.03841999796
157.700512645,-222.440689141,-9.07756055366
158.176790464,-222.516869591,-9.09736277588
158.6616983,-222.594683165,-9.13579610901
159.163863187,-222.675779091,-9.21149166465
160.66870829,-222.920910579,-9.29235833111
162.674701819,-223.251287315,-9.41236555361
163.184512775,-223.335896006,-9.43358221992
163.677300219,-223.417863852,-9.45409166471
164.693738201,-223.583843036,-9.09441999789
165.234405443,-223.668377843,-8.6783911089
165.775368058,-223.748762944,-8.22580722031
166.33370148,-223.827048667,-7.73737555399
166.900760817,-223.901360337,-7.19446499834
167.476894442,-223.971223495,-6.63363055399
168.044968677,-224.034380053,-6.05416499838
168.622065226,-224.092546277,-5.45677555443
169.174161015,-224.142467309,-4.87660277661
169.752331053,-224.1887614,-4.2792133323
170.339064729,-224.229309062,-3.62734499902
170.909024482,-224.262183287,-2.97476944387
171.488087775,-224.289063759,-2.34082499962
172.084628215,-224.310147749,-1.70758777725
172.672590302,-224.324328853,-1.05571944431
173.269453556,-224.332028663,-0.422482222288
173.857585801,-224.333019715,0.229386110994
174.454471615,-224.327331471,0.862623333025
175.05125811,-224.315046883,1.49586055504
175.650924661,-224.297794093,1.80010277752
176.269406222,-224.277703976,1.92086277733
176.897641787,-224.256675608,1.91332666637
177.492125377,-224.237227621,1.83409499961
178.086974261,-224.218781058,1.7183083329
178.673418941,-224.201873109,1.5845977775
179.259901481,-224.186333784,1.4508872221
179.845743298,-224.171805492,1.39028666625
180.414041297,-224.158128798,1.36694833292
180.973902806,-224.144970937,1.3256861109
181.550995395,-224.131827496,1.28371666632
182.093653402,-224.11985931,1.24316166652
182.619097461,-224.108639624,1.20331388861
183.712895036,-224.086267922,1.1401277777
184.255244726,-224.075493228,1.13612777785
184.789152033,-224.06500709,1.11420388862
185.306176647,-224.055212245,1.05643222201
185.823210875,-224.045938724,0.998660555048
186.340590145,-224.037345941,0.904333888839
186.875207117,-224.029350535,0.809299999705
187.409165552,-224.021910075,0.787376111168
187.960351397,-224.01444391,0.764745000061
188.476755332,-224.007481759,0.780083333353
188.993492864,-224.000541622,0.758866666688
189.536237734,-223.993544812,0.718311666546
190.087767546,-223.98691488,0.65912555514
190.596073571,-223.981240757,0.619985000138
191.12160858,-223.975736605,0.580137221867
191.655592503,-223.970431844,0.558213333331
192.189578417,-223.965331409,0.536289444451
192.723231401,-223.960268119,0.550920555515
193.240327323,-223.955556611,0.493148888552
193.75709313,-223.951204347,0.471932222243
194.282640607,-223.9470582,0.432084444315
194.816636455,-223.943133273,0.410160555436
195.341853676,-223.939388454,0.406867777807
196.375398515,-223.932431681,0.364434444135
196.909732893,-223.929305653,0.305955555655
197.435290176,-223.926681947,0.266107777727
197.943289183,-223.924334013,0.263522222326
198.968402476,-223.920159098,0.203164999962
199.47673756,-223.918530218,0.164024444617
199.993853508,-223.917310539,0.106252777654
200.510636922,-223.916447866,0.0850361109893
201.027420621,-223.915776559,0.0638194446805
201.544204532,-223.915296617,0.0426027776736
202.069768322,-223.915088588,0.0027549997455
202.603445318,-223.914994786,0.0173861111654
203.119896134,-223.914768944,0.0327244444439
203.619120735,-223.914413909,0.0487699999639
204.144351128,-223.913981926,0.0454772223349
204.669914907,-223.91374753,0.00562944442026
205.195478722,-223.913878651,-0.0342183335078
205.721042318,-223.914375287,-0.07406611108
206.237492837,-223.914973774,-0.058727777788
206.754276593,-223.915599157,-0.0799444444526
207.271060082,-223.916415905,-0.101161111117
207.79662274,-223.917526595,-0.141008888689
209.363862276,-223.921763934,-0.168811111297
210.41165606,-223.922237285,0.117043333057
210.967328889,-223.918997818,0.550996111083
211.548294125,-223.910937631,1.03872055553
212.163275528,-223.896980107,1.56158555513
212.76088647,-223.877955409,2.08515777731
213.349522227,-223.853734411,2.62736111039
213.920698202,-223.824811714,3.17027166605
214.491574479,-223.790478174,3.71318222136
215.044570056,-223.751777255,4.29335499884
215.596798747,-223.707329315,4.91008277662
216.301147378,-223.641906393,5.70322055415
216.716790001,-223.598785079,6.1428311096
217.292444124,-223.533420648,6.81333055415
217.84253741,-223.464869592,7.39350333163
218.374483018,-223.392926729,8.01093833128
218.922312082,-223.312640114,8.66422110901
219.469190133,-223.226112541,9.31750388709
220.006733498,-223.134854322,9.95286277578
220.568477489,-223.032979287,10.6054383309
221.137663134,-222.923140505,11.2393827752
221.722111232,-222.803443939,11.9091749972
222.247103652,-222.689940253,12.4900549972
222.420491306,-222.650992901,12.8299016636
222.376731661,-222.66104037,13.0327222194
222.250076618,-222.690469809,13.1294138861
222.115871461,-222.721779951,13.1350716635
221.956663204,-222.758914685,13.1235127748
221.780671075,-222.799927906,13.1126611084
221.587583875,-222.844952605,13.1390716637
221.369510647,-222.895875073,13.1482655526
221.151445592,-222.946832534,13.1574594415
220.916308496,-223.001899832,13.2039155525
220.420587821,-223.11888518,13.3527211081
220.177107644,-223.176824172,13.4178083304
219.950446761,-223.231031473,13.4821883302
219.707403536,-223.289365082,13.5107205525
219.46438939,-223.347819715,13.5392527746
219.212879048,-223.408493804,13.5864161082
218.919714397,-223.479427238,13.6170699969
218.391661207,-223.607897944,13.7307349969
218.438261385,-223.596339041,14.13071833
218.566897293,-223.563306043,14.6733855522
218.744134015,-223.51582061,15.3235961076
218.978707257,-223.450076715,15.9896088853
219.269842517,-223.364673604,16.7079788853
219.600878637,-223.26298904,17.4428583296
219.96303102,-223.146520293,18.2128783291
220.331571244,-223.02244375,19.0008222179
220.730509561,-222.881858617,19.8239066619
221.143550938,-222.729601667,20.6462838844
221.539007518,-222.577631638,21.3962583281
221.939898867,-222.417298834,22.2007116616
222.354403593,-222.24473523,23.0044577728
222.758723085,-222.069792605,23.7902799946
223.15292796,-221.892842987,24.5581783277
223.560346548,-221.703364403,25.3253694386
223.965191567,-221.50844763,26.0925605499
224.360222111,-221.31193222,26.8052727715
224.767741818,-221.102679349,27.5538327715
225.165063366,-220.892138356,28.2844688824
225.567408453,-220.672403869,28.9964738825
225.959664525,-220.451888138,29.6905549935
226.356496536,-220.222346923,30.4025599932
226.757666253,-219.98350986,31.1324888819
227.148596466,-219.744055515,31.8444938816
227.543990755,-219.49514743,32.5378677701
227.943396424,-219.23682442,33.2491655479
228.346920517,-218.968769345,33.9418322145
228.747537302,-218.695795511,34.5979438811
229.159127258,-218.408392406,35.2533483251
229.560941344,-218.121211442,35.8542738805
229.973632038,-217.819671793,36.4544922137
230.37605797,-217.519013815,37.0733416582
230.775213096,-217.214026873,37.6921911026
231.164442817,-216.910007646,38.293116658
231.556654476,-216.596675792,38.9485211024
231.951382804,-216.273554559,39.6584044354
232.35563667,-215.934408827,40.3310255463
232.724096039,-215.618349584,40.914027213
233.120459381,-215.270520379,41.6232033238
233.494518329,-214.93472733,42.205497768
233.846265127,-214.612545861,42.770575546
234.219286568,-214.263613335,43.4073488791
234.606903625,-213.892753652,44.0613388791
234.971617979,-213.53562387,44.7346672118
235.344278114,-213.16203929,45.407288323
235.712173674,-212.784227285,46.1164644342
236.081121133,-212.395709288,46.8435644337
236.439431203,-212.008794637,47.5527405445
236.79292493,-211.617474768,48.2619166557
237.130843243,-211.234447201,48.8986899888
237.475047691,-210.834932055,49.6078660996
237.819995619,-210.424521286,50.2984110995
238.154338278,-210.016717362,51.0075872103
238.488816186,-209.598156745,51.7346872102
238.82341904,-209.168511861,52.4431560991
239.152683843,-208.734762525,53.1516249881
239.481514005,-208.290133566,53.8780177653
239.809885736,-207.834300243,54.5857794321
240.13738056,-207.367480658,55.3114649871
240.454582744,-206.903401184,55.9826716539
240.766326704,-206.435637689,56.6538783206
241.088517973,-205.941615468,57.1229716535
241.413859885,-205.436391384,57.3175488758
241.75744751,-204.900354886,57.3644916534
242.429352307,-203.855856278,57.1307966537
242.753191163,-203.356145792,56.978454987
243.064076076,-202.87903175,56.8454516539
243.380282958,-202.395703038,56.7669272093
243.692257922,-201.920097866,56.707033876
243.990039198,-201.466682392,56.7030338762
244.283284779,-201.020393247,56.681109987
244.576701108,-200.574216345,56.6591860981
245.178026914,-199.660667277,56.6325549871
245.462341349,-199.22912221,56.6113383205
245.737330517,-198.812062083,56.590828876
246.008195484,-198.402000914,56.5158405426
246.289112692,-197.9779353,56.4401449873
246.561055153,-197.568587904,56.3651566539
246.842766917,-197.145449991,56.3260160982
247.410698287,-196.292828963,56.3387688757
247.677802468,-195.89160833,56.3555216538
247.959585384,-195.468517797,56.3163810984
248.236400515,-195.053067786,56.332426654
248.50417479,-194.651492701,56.2760694318
248.786544135,-194.228793323,56.2369288761
249.064570566,-193.813350709,56.1798644317
249.342692637,-193.398373233,56.1593549873
249.889779192,-192.58301812,56.1190433206
250.168341617,-192.168336112,56.0985338762
250.437752966,-191.767857477,56.0421766536
250.716871467,-191.353549555,56.0216672092
250.99645676,-190.939154423,55.9646027648
251.281119766,-190.517996277,55.9254622095
251.82142736,-189.719246676,55.922412765
252.111068527,-189.291258549,55.9011960983
252.386532708,-188.884675168,55.8627627652
252.657275259,-188.485497897,55.8429605426
252.937832609,-188.072162965,55.8224510985
253.218857052,-187.658742448,55.7653866538
253.490592422,-187.259837072,55.7090294316
253.762405051,-186.86138768,55.6892272094
254.044070431,-186.448807014,55.668717765
254.880222108,-185.225885131,55.6078966542
255.157763987,-184.820717183,55.5694633207
255.435259949,-184.41592177,55.5675849872
255.722834415,-183.996746225,55.5284444319
256.010695166,-183.577767229,55.4893038762
256.289075081,-183.173174614,55.450870543
256.562680247,-182.775953975,55.4310683205
256.841471247,-182.371644515,55.3926349873
257.135382374,-181.946172259,55.3348633207
257.414851854,-181.542331485,55.2964299876
257.689843062,-181.145663555,55.2400727651
257.970299116,-180.742101423,55.165084432
258.250964029,-180.339090544,55.1266510985
258.531899213,-179.936268024,55.088217765
259.098841699,-179.124269142,55.0658299874
259.37988507,-178.721928542,55.0639516539
259.670809184,-178.305477268,55.0613660985
259.952203177,-177.902975116,55.0229327654
260.51535307,-177.098630751,54.9826210984
260.802406941,-176.689373697,54.925556654
261.079959987,-176.294494072,54.8691994318
261.362702363,-175.892937962,54.8307660987
261.645714036,-175.491571602,54.7923327655
261.934125529,-175.083270155,54.7352683208
262.203033639,-174.703372973,54.6796183209
262.4819608,-174.309871179,54.6598160986
262.766168743,-173.90935101,54.6213827652
263.045495716,-173.516132922,54.6015805433
263.599342436,-172.737051374,54.5806072098
263.884103809,-172.336924492,54.5421738766
264.158817039,-171.951198829,54.5410027653
264.433854605,-171.565295048,54.5032766544
264.714629432,-171.172290083,54.410364432
264.98600231,-170.793739535,54.3181594321
265.257668893,-170.415810034,54.2625094321
265.529702421,-170.038144573,54.2068594318
265.806985851,-169.653851338,54.1691333209
266.094291303,-169.255958247,54.1672549877
266.391370691,-168.844286242,54.2012244319
266.678453239,-168.446232295,54.1993460988
266.940506271,-168.083018404,54.180958321
267.227729598,-167.685066025,54.1790799875
267.510403621,-167.293835904,54.1227227653
267.803567088,-166.888932899,54.0656583209
268.086694771,-166.498442518,54.045856099
268.369957396,-166.108050014,54.0260538765
268.643231266,-165.731692837,54.0069588772
268.931661794,-165.33461455,54.005080544
269.230559187,-164.923436292,53.9659399886
269.514686625,-164.533260423,53.9095827651
269.804114483,-164.136495913,53.8711494313
270.09380842,-163.739925637,53.8327160974
270.378200488,-163.350767839,53.8494688755
270.672641062,-162.947617646,53.8655144321
270.962374,-162.551075864,53.8270810982
271.837394929,-161.355657137,53.7662599871
272.127491027,-160.959794043,53.764381654
272.423181101,-160.556732458,53.7073172089
272.709066822,-160.167843057,53.6509599888
272.995334924,-159.779235048,53.5946027652
273.29221805,-159.37705142,53.5375383202
273.578932973,-158.989187301,53.5177360973
273.865781932,-158.601422296,53.4979338778
274.157728738,-158.206922109,53.4960555449
274.439758199,-157.8260983,53.4583294323
274.727009053,-157.438630923,53.4385272094
275.312183416,-156.650164928,53.3982155428
275.594542718,-156.27000066,53.3970444308
275.882207853,-155.882840753,53.3772422116
276.175309542,-155.488782432,53.3388088778
276.473985231,-155.087928226,53.2817444327
276.763074386,-154.700998172,53.1888322116
277.052467519,-154.314711717,53.1324749881
277.347249943,-153.921909116,53.0940416539
277.642295788,-153.52930434,53.0556083201
277.927244378,-153.150659793,53.0178822113
278.212442221,-152.772202952,52.9801560987
278.507942127,-152.380357139,52.9782777655
279.104395663,-151.589781941,52.9558899882
279.394709675,-151.205021736,52.9726427663
279.695613019,-150.806254423,52.9521333222
279.996659085,-150.407594846,52.9316238781
280.28210488,-150.029742569,52.9304527664
280.562524997,-149.65867938,52.9113577647
280.869216465,-149.253281361,52.8722172097
281.175854371,-148.848260744,52.869631655
281.456987775,-148.477319444,52.813981653
281.733112317,-148.113598482,52.7769627653
282.014845307,-147.743112364,52.7213127664
282.615291754,-146.955146524,52.6623699885
282.887308474,-146.598913941,52.6074272108
283.463359629,-145.846295489,52.5319749893
284.050000136,-145.080928821,52.5289255445
284.338417269,-144.704919582,52.4911994322
284.616905075,-144.342584497,52.4176255435
284.890440991,-143.987517106,52.3626827662
285.180271231,-143.612174896,52.2884016563
285.481136076,-143.22358985,52.2134133215
285.766177856,-142.856065,52.1943183202
286.072470255,-142.461421923,52.1738088757
286.367683243,-142.080829284,52.2271166548
286.64719946,-141.720129797,52.2266527643
286.937272652,-141.345818175,52.2254816561
287.248794967,-140.944120455,52.1863411007
287.539779039,-140.569672045,52.1120599875
287.825470506,-140.202651993,52.0929649895
288.132460528,-139.80855135,52.072455542
288.428998529,-139.428144675,52.0526533225
288.731459689,-139.040800849,51.9776649877
289.028953212,-138.660717682,51.9213077642
289.331972556,-138.274233738,51.8828744338
289.635251081,-137.887953143,51.8444411
289.938459582,-137.502041314,51.8425627668
290.246837851,-137.109449706,51.8586083199
290.549950921,-136.723462916,51.8567299871
290.847919094,-136.344175437,51.8369277676
291.140531617,-135.971845533,51.835756656
291.4441277,-135.585814474,51.7973233222
291.758309564,-135.186617453,51.7947377674
292.067346731,-134.794120039,51.7742283199
292.36586074,-134.415262005,51.7544261004
292.670004484,-134.029662285,51.7159927666
292.96405261,-133.65761519,51.6417116534
293.263769622,-133.279282895,51.5853544332
293.569049889,-132.894582337,51.5469210991
293.869392405,-132.516746416,51.4905638755
294.174978624,-132.132714649,51.4886855427
294.475377019,-131.755349006,51.4688833232
294.786973756,-131.364454219,51.4118188782
295.09341779,-130.980680047,51.3733855443
295.39978877,-130.597274051,51.3715072112
295.68987609,-130.234144903,51.3889672108
295.996142791,-129.850655603,51.3870888776
296.30796466,-129.460366845,51.3665794335
296.614711618,-129.076834754,51.3281460993
296.921715775,-128.693508511,51.2897127655
297.229307771,-128.310226425,51.2147244341
297.531835891,-127.934138208,51.1583672106
297.840305717,-127.551562256,51.0833788758
298.154859003,-127.162613974,50.9897594335
298.464121703,-126.78110756,50.9513260997
298.778902864,-126.393201627,50.9308166556
299.397562053,-125.631155598,50.9270599892
299.706910383,-125.250147796,50.9251816564
300.342629177,-124.46802551,50.8655316535
300.641184392,-124.100873101,50.9009155425
300.951038291,-123.719846693,50.8624822121
301.266754611,-123.332271582,50.805417767
301.887080148,-122.57158139,50.801661101
302.186699861,-122.204436435,50.7639349884
302.497463816,-121.824151903,50.7255016546
302.797571286,-121.457405536,50.6877755454
303.097920172,-121.090856853,50.6500494328
303.398838661,-120.724344361,50.5757683229
304.006462114,-119.986004896,50.5182399877
304.297259241,-119.63347234,50.4446660991
304.604814532,-119.26148396,50.388308879
304.917731742,-118.883401756,50.3864305424
305.219675383,-118.518598131,50.3852594342
